org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13
아니라,3,1,1,0,0,1,0,0,1,3,1,0,2,2
아래,0,2,0,0,1,2,2,0,2,3,4,1,2,0
아산,0,1,1,1,0,0,1,0,1,3,0,0,0,1
아직,6,2,2,4,0,8,4,2,2,4,4,10,3,5
아티스트,3,1,1,0,0,1,0,0,1,3,1,0,2,2
아히,1,0,1,1,0,0,1,1,0,0,1,0,1,2
안경,2,2,0,1,2,2,2,0,4,2,0,2,2,2
안랩,3,5,5,3,3,2,3,3,3,5,2,3,5,2
안전,0,0,0,0,0,0,1,0,0,0,0,0,0,0
안정훈,0,2,0,3,5,2,4,3,4,3,1,3,2,1
앞당겨,0,1,0,1,1,0,3,0,1,2,1,0,1,1
앞두고,0,1,0,1,1,0,3,0,1,2,1,0,1,1
앞서,4,6,0,8,15,3,9,5,12,13,1,3,2,7
앞으로,0,1,1,2,0,1,1,0,2,2,0,1,2,1
애니메이션,6,9,13,2,1,1,3,2,5,8,2,1,2,2
애플,6,6,2,7,12,4,11,3,11,16,7,6,8,8
액션,4,4,9,0,0,0,1,1,3,5,1,0,2,1
야외에서도,3,1,1,2,0,4,2,1,1,2,2,5,1,2
양산,0,4,0,2,9,3,7,1,5,8,3,2,1,4
업계,7,12,6,11,18,8,18,4,23,26,5,12,9,13
업그레이드,0,2,0,0,1,2,2,0,2,3,4,1,2,0
업종,2,2,0,1,1,1,1,0,4,3,2,2,0,1
업체,5,4,0,3,2,7,4,1,6,7,0,9,0,3
없는,2,1,2,2,1,1,0,4,0,1,2,0,2,2
에너지,2,0,0,3,0,0,2,2,2,2,2,0,3,2
에디션,0,1,0,0,0,1,0,0,1,1,1,0,1,1
에서,0,2,2,1,2,2,2,1,3,5,0,2,2,1
엔씨,0,5,4,1,2,1,2,0,2,3,1,1,2,0
엔씨소프트,4,25,20,5,9,6,10,1,11,15,4,6,8,3
엔진,1,0,2,0,0,2,0,0,0,1,2,0,0,0
엣지파운드리,1,1,1,1,0,1,3,1,3,4,5,1,2,0
여전히,0,2,2,1,2,2,2,1,3,5,0,2,2,1
역임하며,0,2,0,1,4,1,3,1,2,5,2,1,0,1
역할,0,0,0,1,1,1,1,2,0,2,3,0,1,2
연간,5,10,1,9,20,10,14,3,14,16,2,5,7,7
연산,2,0,1,0,0,1,0,2,0,3,4,1,4,2
연소,0,0,0,0,0,0,1,2,0,0,2,0,1,0
연준,2,0,2,4,0,0,0,5,0,4,1,0,3,3
연출,4,2,5,0,0,0,0,1,2,3,1,0,2,1
열린,2,4,1,6,10,3,7,3,8,8,1,3,3,4
영업비밀,2,4,0,4,10,2,6,2,8,8,0,2,0,4
예비,0,0,0,0,0,2,1,1,0,1,0,0,1,1
오경수,0,0,0,0,0,0,1,0,0,0,0,0,0,0
오피스텔,0,0,0,2,0,0,1,1,0,1,1,0,0,1
온라인,1,2,2,1,1,3,1,0,2,2,0,1,1,1
온열,1,0,2,0,0,2,0,0,0,1,2,0,0,0
올랐다.,1,0,1,2,0,0,0,3,0,2,1,0,1,1
올해,8,12,1,7,18,11,13,2,18,18,4,7,8,8
완주한,0,0,0,0,0,0,1,0,0,0,0,0,3,1
외국인,0,1,0,1,0,0,3,0,1,1,0,0,2,1
용량,0,1,1,1,0,2,0,2,0,1,3,1,3,1
용인,1,0,1,1,0,0,1,1,0,0,1,0,1,2
우이락,0,0,0,0,0,2,1,1,0,1,0,0,1,1
운동,1,0,2,0,0,2,0,0,0,1,2,0,0,0
운영,0,0,0,0,0,2,1,1,0,1,0,0,1,1
원을,0,1,0,1,0,0,3,0,1,1,0,0,2,1
원자재,0,1,0,1,1,0,3,0,1,2,1,0,1,1
웨어러블,6,6,0,4,3,11,6,3,9,10,1,14,0,5
웨이브,5,6,7,5,4,3,3,7,3,6,4,3,7,4
위안,3,6,0,3,6,3,9,3,15,7,11,3,0,3
위한,4,7,1,4,10,6,8,2,8,13,6,2,4,4
위해,2,1,3,2,1,1,1,4,0,1,2,0,4,3
윈드쉴드,0,1,0,0,0,0,1,0,2,3,4,0,0,0
유공자,1,2,0,0,3,1,3,0,4,4,3,1,1,0
유기발광다이오드,1,4,0,3,10,3,7,1,8,6,0,2,2,3
유로,1,0,1,2,0,0,0,2,0,0,0,0,3,3
유비리서치,11,6,2,7,2,15,8,3,8,11,4,19,3,8
유비리서치에,6,2,2,4,0,8,4,2,2,4,4,10,3,5
유저들,4,2,5,3,0,0,1,2,2,3,0,0,0,0
유출,0,0,0,0,0,0,1,1,0,1,1,0,1,0
유튜버,1,2,2,1,1,3,1,0,2,2,0,1,1,1
의약품,2,2,0,1,1,1,1,0,4,3,2,2,0,1
이는,1,2,0,1,1,2,1,1,5,3,1,1,1,2
이닝,0,0,0,0,0,0,1,0,0,0,0,0,1,0
이런,1,0,1,2,0,0,0,2,0,0,0,0,3,3
이번,9,8,12,8,4,3,6,10,5,10,5,3,11,5
이보미,1,0,1,1,0,0,1,1,0,0,1,0,1,2
이상,2,0,2,5,0,1,2,8,0,6,3,0,6,8
이씨,1,0,0,1,0,0,1,1,0,0,1,0,1,0
이어,2,2,0,2,6,1,5,2,4,5,3,3,4,3
이유,0,2,0,0,1,2,2,0,2,3,4,1,2,0
이주선,0,5,4,1,2,2,2,0,2,3,0,1,2,0
이청,3,6,0,5,15,4,10,2,11,13,2,5,3,8
이코노미스트,0,0,0,1,0,1,2,3,0,2,2,0,3,5
인구,0,1,1,1,0,0,1,0,1,3,0,0,0,1
인천,0,0,0,0,0,0,1,0,0,0,0,0,3,1
인천광역시,0,0,0,0,0,0,1,0,0,0,0,0,3,1
인프라,0,0,0,1,0,1,2,3,0,2,2,0,3,5
인해,0,0,0,0,0,0,0,3,1,0,2,0,1,0
일곱,4,2,5,0,0,0,0,1,2,3,1,0,2,1
일본,10,9,15,5,1,1,4,4,6,9,2,1,4,3
입고,1,0,1,1,0,0,1,1,0,0,1,0,1,2
입자,0,1,1,2,0,1,1,0,2,2,0,1,2,1
입지,0,0,0,2,0,0,1,1,0,1,1,0,0,1
있는,17,41,38,17,23,18,27,11,30,43,13,14,23,14
있다,8,28,3,30,61,25,51,11,53,48,9,24,16,23
있다.,41,36,23,50,34,42,58,43,62,81,59,42,52,51
있다고,1,2,1,2,5,2,4,0,4,3,0,3,1,1
있도록,1,0,0,0,0,5,0,0,0,1,2,3,0,1
있습니다.,1,0,1,2,0,0,0,2,0,0,0,0,3,3
있어,0,2,0,2,5,2,4,0,4,3,0,1,1,2
있으며,3,1,1,2,0,2,3,4,3,4,5,0,3,2
있을,0,1,1,2,0,1,1,0,2,2,0,1,2,1
자동차,2,2,2,2,0,2,6,2,6,8,10,2,4,0
자동화,3,1,1,2,0,2,3,4,3,4,5,0,3,2
자사주,0,1,0,1,0,0,3,0,1,1,0,0,2,1
자신감,0,4,0,3,10,5,8,0,8,6,0,3,2,3
자율방범대,0,0,0,0,0,0,1,0,0,0,0,0,0,0
자율주행,3,1,1,2,0,2,3,4,3,4,5,0,3,2
작업,0,1,1,1,0,2,0,2,0,1,3,1,3,1
작은,0,2,0,0,1,2,2,0,2,3,4,1,2,0
장벽,3,0,0,1,0,15,0,0,0,1,4,9,0,3
장비,7,12,2,7,10,7,21,9,31,21,27,7,4,5
장아영,0,1,1,2,0,1,1,0,2,2,0,1,2,1
장애,0,0,0,0,0,0,0,3,1,0,2,0,1,0
장을,1,0,1,2,0,0,0,3,0,2,1,0,1,1
재계,0,1,1,1,1,0,4,0,1,2,1,0,3,2
적용해,1,0,2,0,0,2,0,0,0,1,2,0,0,0
전국적으로,0,1,1,1,0,0,1,0,1,3,0,0,0,1
전동화,0,1,0,0,0,0,1,0,2,3,4,0,0,0
전략,10,2,4,5,1,4,0,9,4,7,8,1,7,4
전망이다.,1,2,0,1,1,4,2,2,3,3,1,5,0,2
전면,0,0,1,1,0,0,0,0,1,0,1,0,2,1
전시회,2,1,0,0,0,0,1,0,1,3,0,0,0,0
전원,0,0,0,0,0,0,1,2,0,0,2,0,1,0
전자종이,0,1,1,2,0,1,1,0,2,2,0,1,2,1
전자책,0,1,1,2,0,1,1,0,2,2,0,1,2,1
전장,2,2,2,2,0,2,6,2,6,8,10,2,4,0
전장보다,1,0,1,2,0,0,0,3,0,2,1,0,1,1
전체,0,2,0,3,4,2,5,0,3,4,0,3,1,1
전투,4,2,5,0,0,0,0,1,2,3,1,0,2,1
전환에,0,2,0,2,5,2,4,0,4,3,0,2,1,1
점유율,2,2,0,3,4,2,3,1,4,5,0,2,2,3
정보시스템,0,0,0,0,0,0,0,3,1,0,2,0,1,0
정부,6,16,1,17,36,15,30,11,31,32,6,10,12,23
정부서비스,0,0,0,0,0,0,0,3,1,0,2,0,1,0
정철동,2,5,1,3,10,5,7,1,6,8,2,2,3,5
제16회,0,2,0,3,5,2,4,3,4,3,1,3,2,1
제구력,0,0,0,0,0,0,1,0,0,0,0,0,1,0
제네시스,3,2,0,2,1,3,1,1,3,3,2,1,1,1
제로,0,2,4,0,0,0,1,0,1,2,0,0,0,0
제작,3,1,1,0,0,1,0,0,1,3,1,0,2,2
제조사,1,2,1,3,3,1,5,0,4,4,1,1,2,2
제조업,2,2,0,1,1,1,1,0,4,3,2,2,0,1
제품,1,1,1,1,0,12,0,2,0,3,6,7,3,3
제한적으로만,0,1,1,2,0,1,1,0,2,2,0,1,2,1
조금씩,0,0,0,0,1,0,2,1,0,0,2,0,2,0
조기,0,1,0,1,1,0,3,0,1,2,1,0,1,1
조상현,0,0,0,0,0,0,1,0,0,0,0,0,0,0
조지아주,1,0,0,1,0,0,1,1,0,0,1,0,1,0
종목,2,0,0,2,1,0,0,3,0,1,2,1,2,3
주가,4,2,0,4,3,2,2,5,4,6,7,3,3,6
주가지수,1,0,1,2,0,0,0,3,0,2,1,0,1,1
주간,0,1,0,1,0,0,3,0,1,1,0,0,2,1
주민,0,0,0,0,0,0,1,0,0,0,0,0,0,0
주요,10,8,10,8,4,5,8,7,11,11,5,7,4,7
주점,0,0,0,0,0,2,1,1,0,1,0,0,1,1
중국,15,30,5,27,49,24,51,13,66,52,22,20,18,29
중국에,0,2,1,2,2,2,3,1,4,5,1,2,2,2
중위권,0,0,0,0,1,0,2,1,0,0,2,0,2,0
즐길,4,25,20,6,9,6,10,1,10,15,4,5,8,3
증가,0,0,0,1,1,1,1,2,0,2,3,0,1,2
증시,1,0,1,2,0,0,0,3,0,2,1,0,1,1
증착기,1,2,1,3,3,1,5,0,4,4,1,1,2,2
지급,0,1,0,1,1,0,3,0,1,2,1,0,1,1
지급한다.,0,1,0,1,1,0,3,0,1,2,1,0,1,1
지난,8,7,2,9,12,6,9,7,12,13,3,5,7,9
지방,0,1,1,1,0,0,1,0,1,3,0,0,0,1
지사장,2,0,0,4,1,0,0,2,0,1,1,1,1,2
지수,3,0,1,4,1,0,0,5,0,3,2,1,4,5
지원,0,4,1,2,3,4,6,2,6,9,6,3,5,2
지표,1,0,1,2,0,0,0,2,0,2,0,0,2,2
지하실,2,1,2,2,1,1,0,4,0,1,2,0,2,2
진로,0,0,0,0,0,0,1,0,0,0,0,0,0,0
진행하고,2,2,0,1,1,1,1,0,4,3,2,2,0,1
집코노미,0,0,0,2,0,0,1,1,0,1,1,0,0,1
차관,0,0,0,0,0,0,0,3,1,0,2,0,1,0
차량,5,7,4,5,3,7,10,4,14,19,16,5,7,2
차량용,3,4,2,3,3,5,3,2,6,8,2,3,3,2
차세대,5,4,2,5,6,2,5,3,8,9,3,4,3,6
참석한,0,2,0,3,5,2,4,3,4,3,1,3,2,1
참여,0,0,1,0,0,0,1,0,0,0,0,0,2,1
창업,2,0,0,4,1,2,1,3,0,2,1,1,2,3
청년일보,1,0,0,1,0,0,1,1,0,0,1,0,1,0
청라,0,0,0,2,0,0,1,1,0,1,1,0,0,1
청주,0,0,0,2,0,0,1,1,0,1,1,0,0,1
체험,0,5,4,0,2,1,2,0,3,3,1,2,2,0
최강야구,2,1,2,2,1,1,0,4,0,1,2,0,2,2
최고,0,1,0,0,0,1,0,0,1,1,1,0,1,1
최초로,2,2,0,0,2,1,2,1,4,4,3,2,1,0
추석,0,1,0,1,1,0,3,0,1,2,1,0,1,1
추월당할,0,2,1,2,2,2,3,1,4,5,1,2,2,2
출하량,2,2,0,1,2,2,2,0,4,2,0,2,2,2
충남,0,1,1,1,0,0,1,0,1,3,0,0,0,1
충칭,1,2,0,1,1,2,1,1,5,3,1,1,1,2
충칭시,1,2,0,1,1,2,1,1,5,3,1,1,1,2
치안,0,0,0,0,0,0,1,0,0,0,0,0,0,0
치열한,2,1,2,2,1,1,0,4,0,1,2,0,2,2
카브리올레,0,1,0,0,0,1,0,0,1,1,1,0,1,1
캐릭터,4,2,5,0,0,0,0,1,2,3,1,0,2,1
커버,0,2,0,0,1,2,2,0,2,3,4,1,2,0
커지고,0,1,1,1,0,0,1,0,1,3,0,0,0,1
컨슈머타임스,0,5,4,1,2,1,2,0,2,3,1,1,2,0
컬러,0,1,0,0,0,1,0,0,1,1,1,0,1,1
코스,0,0,0,0,0,0,1,0,0,0,0,0,3,1
코스피,0,1,0,1,0,0,3,0,1,1,0,0,2,1
코어,2,0,1,0,0,1,0,2,0,3,4,1,4,2
콘서트,3,1,1,0,0,1,0,0,1,3,1,0,2,2
콘텐츠,4,5,7,1,1,4,2,0,4,7,1,1,3,3
쿠페,0,1,0,0,0,1,0,0,1,1,1,0,1,1
쿡커,1,0,2,0,0,2,0,0,0,1,2,0,0,0
쿨링,0,0,1,1,0,0,0,0,1,0,1,0,2,1
퀄컴,7,1,4,2,1,4,0,7,2,6,8,1,8,4
크기,0,2,0,0,1,2,2,0,2,3,4,1,2,0
크릿벤처스,2,0,0,4,1,0,0,2,0,1,1,1,1,2
클라우드,7,1,4,2,1,4,0,7,2,6,8,1,8,4
클레녹스,4,0,0,1,0,19,0,0,0,1,6,12,0,4
킵스파마,2,2,0,1,1,1,1,0,4,3,2,2,0,1
탁류,2,1,2,2,1,1,0,4,0,1,2,0,2,2
탄력,4,0,0,1,0,19,0,0,0,1,6,12,0,4
탑재한,2,2,0,1,1,3,2,0,3,4,0,4,0,1
태양광,2,0,0,3,0,0,2,2,2,2,2,0,3,2
탠덤,3,4,1,3,5,2,7,1,8,8,4,3,3,2
테슬라,2,0,0,2,1,0,0,3,0,1,2,1,2,3
통해,16,35,31,15,16,16,20,16,23,33,23,10,27,11
투명,2,3,0,0,2,1,3,1,6,7,7,2,1,0
투수,0,0,0,0,0,0,1,0,0,0,0,0,1,0
투자,9,16,2,24,33,13,34,12,33,33,15,15,15,23
투자하,0,0,0,1,0,1,2,3,0,2,2,0,3,5
트럼프,3,0,1,5,0,0,3,5,2,4,5,0,3,4
특허,4,2,0,2,1,7,1,1,3,3,4,4,1,2
특허에,3,2,0,2,1,3,1,1,3,3,2,1,1,1
특히,5,2,2,4,0,1,1,4,3,7,4,1,3,3
티빙,2,1,2,2,1,1,0,4,0,1,2,0,2,2
파트너,2,0,0,4,1,0,0,2,0,1,1,1,1,2
패널,11,16,1,14,22,12,23,5,31,30,12,13,8,11
퍼포먼스,0,1,0,0,0,1,0,0,1,1,1,0,1,1
평균,0,1,1,1,0,0,2,0,1,3,0,0,1,1
평균자책점,0,0,0,0,0,0,1,0,0,0,0,0,1,0
포상,1,2,0,0,3,1,3,0,4,4,3,1,1,0
풀이된다.,0,1,0,1,0,0,3,0,1,1,0,0,2,1
풍부한,1,6,5,2,2,1,3,0,3,6,1,1,2,2
프랑스,1,0,1,2,0,0,0,2,0,0,0,0,3,3
프로,1,3,0,1,1,2,1,1,7,4,1,1,1,2
프로야구,2,1,2,2,1,1,0,4,0,1,2,0,2,2
프로젝트,3,4,0,2,3,4,3,1,9,5,1,3,3,4
프로젝트에,2,4,0,2,4,2,6,2,10,4,7,2,0,2
프리미엄,3,4,2,3,3,18,5,4,6,9,3,13,3,6
플랫폼,7,3,3,3,2,4,1,5,6,6,6,2,4,3
플렉스,0,5,4,1,2,1,2,0,2,3,1,1,2,0
피부,4,0,0,1,0,24,0,0,0,2,7,15,0,5
하나마이크론,0,0,0,1,1,1,1,2,0,2,3,0,1,2
하늘구름광장에서,0,0,0,0,0,0,1,0,0,0,0,0,3,1
하락했다.,2,0,0,2,1,0,0,3,0,1,2,1,2,3
하반기,2,10,0,11,25,10,19,5,20,15,1,7,6,9
하반기에,0,2,0,3,5,2,4,3,4,3,1,3,2,1
하지만,1,0,1,2,0,0,0,2,0,0,0,0,3,3
학생들,0,0,0,0,0,0,1,0,0,0,0,0,0,0
한국,7,14,3,13,26,14,21,5,22,26,4,9,12,13
한국에서,1,0,1,1,0,0,1,1,0,0,1,0,1,2
한국인,1,0,0,1,0,0,1,1,0,0,1,0,1,0
한다,4,4,0,7,9,3,6,4,8,10,1,3,4,6
한라캐스트,2,2,2,2,0,2,6,2,6,8,10,2,4,0
한식,0,0,0,0,0,2,1,1,0,1,0,0,1,1
한인,2,0,0,4,1,0,0,2,0,1,1,1,1,2
한화,0,0,0,0,0,0,1,0,0,0,0,0,1,0
할아버지,0,0,0,0,0,0,1,0,0,0,0,0,3,1
함께,2,0,0,0,0,9,2,0,0,0,3,6,3,3
합동,0,0,0,0,0,0,1,0,0,0,0,0,0,0
합작,1,0,0,1,0,0,1,1,0,0,1,0,1,0
항온항습기,0,0,0,0,0,0,0,3,1,0,2,0,1,0
해외,1,0,1,2,0,0,1,3,0,2,3,0,0,2
핵심,3,5,0,0,5,2,6,1,10,11,10,3,2,0
했다.,3,6,1,3,12,6,10,1,12,10,3,6,3,3
행사,4,2,6,3,0,0,2,2,2,3,0,0,2,1
허페,5,10,0,5,10,5,15,7,25,13,17,5,0,5
헤드셋,2,2,0,1,2,2,2,0,4,2,0,2,2,2
혁신,0,1,0,0,0,0,1,0,2,3,4,0,0,0
현대모비스,0,1,0,0,0,0,1,0,2,3,4,0,0,0
현장에서,1,0,0,1,0,0,1,1,0,0,1,0,1,0
현지,4,2,5,3,0,0,1,2,2,3,0,0,0,0
현지시간,1,0,0,1,0,0,1,1,0,0,1,0,1,0
협력사,3,6,5,4,4,2,7,4,4,8,4,3,7,3
혜택,2,4,0,4,10,2,6,2,8,8,0,2,0,4
호환성,0,0,1,1,0,0,0,0,1,0,1,0,2,1
호흡,1,0,1,1,0,0,1,1,0,0,1,0,1,2
홈케어,3,0,0,0,0,14,0,0,0,1,5,9,0,3
홈페이지,2,1,0,0,0,0,1,0,1,3,0,0,0,0
홍보,0,0,1,0,0,0,1,0,0,0,0,0,2,1
화이트,0,1,1,1,0,2,0,2,0,1,3,1,3,1
화재,2,4,0,2,3,5,6,10,9,6,8,6,2,3
화질,1,9,6,5,12,6,10,0,10,9,0,6,4,2
확대될,4,4,0,3,2,8,4,3,6,6,1,10,0,4
확보에,0,1,0,0,0,0,1,0,2,3,4,0,0,0
환경,0,1,1,1,0,2,0,2,0,1,3,1,3,1
활동,0,0,0,0,0,0,1,0,0,0,0,0,0,0
효과,4,0,0,1,0,19,0,0,0,1,6,12,0,4
효과적인,1,0,0,0,0,4,0,0,0,0,2,3,0,1
효율,6,2,2,4,0,8,4,2,2,4,4,10,3,5
후공정,0,0,0,1,1,1,1,2,0,2,3,0,1,2
흑자,6,12,2,11,25,12,18,3,18,19,2,8,8,8
