org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9
이유,1,2,2,0,3,0,1,0,0,1
이재용,2,3,0,0,1,1,1,3,3,2
이제,4,4,2,1,3,1,0,0,1,1
이차전지,1,2,2,5,1,0,2,2,2,3
인공지능,1,1,2,1,2,1,1,0,1,1
인도,1,4,3,2,1,0,0,0,1,0
인바,2,2,3,3,2,0,2,4,2,3
인텔,2,2,4,2,1,0,1,0,2,1
일본,4,4,3,1,3,1,3,8,6,6
일상,2,0,0,0,0,0,1,0,0,3
입소문,1,2,2,1,2,0,0,1,0,0
있는,12,9,10,9,14,7,13,5,7,15
있는데,1,1,1,1,0,0,1,1,3,0
있다,9,4,7,7,6,0,5,8,7,7
있다.,51,64,66,46,42,25,59,52,63,45
있습니다.,6,4,1,3,1,1,0,2,1,0
있었다.,2,1,1,2,3,3,0,0,1,1
있으며,1,1,0,0,1,1,1,1,1,1
자동,2,0,1,0,1,0,1,0,2,0
자료,1,1,2,1,2,1,1,0,1,1
자신,1,2,2,1,1,0,0,1,1,0
자유로운,2,0,0,0,0,0,0,0,0,1
자율주행,2,0,2,0,1,0,2,3,3,2
자주,0,2,0,0,1,0,2,0,0,1
작업,2,2,1,0,0,0,0,0,4,0
작은,1,1,1,0,1,0,2,1,1,0
장례식장,0,0,0,0,0,0,0,0,2,0
장모상,0,0,0,0,0,0,0,0,2,0
장비,3,4,4,14,2,0,5,5,6,4
장애,4,3,3,0,2,2,1,0,1,1
장애인,4,3,3,0,2,2,1,0,1,1
장을,2,3,3,2,1,0,2,1,3,1
장점,1,1,1,1,0,0,1,1,3,0
재시작,2,0,1,0,1,0,1,0,2,0
잽싸게,0,0,0,0,0,2,0,0,0,1
저소득,1,0,0,0,0,1,0,0,0,0
저수율,1,2,1,0,1,1,1,1,0,1
저시력자,2,0,3,1,0,1,4,3,3,1
저온,1,3,2,2,1,0,1,1,3,1
저장,2,1,1,1,0,0,1,1,1,0
저희,4,4,2,1,3,1,0,0,1,1
적용해,1,0,2,1,0,0,4,2,3,0
전기,3,3,6,6,1,0,15,9,14,1
전기차,1,3,2,2,1,0,1,1,3,1
전설,1,0,0,0,0,0,0,1,0,1
전시,2,3,2,0,4,5,1,0,0,2
전용,2,2,2,3,2,3,3,0,1,4
전장보다,2,3,3,2,1,0,2,1,3,1
전체,3,5,5,2,1,0,2,5,6,3
전했다.,2,0,0,0,0,0,0,0,0,1
전환,2,2,3,2,3,1,1,5,4,4
절반으로,2,2,3,3,2,0,2,4,2,3
점유율,2,3,0,6,2,1,2,3,3,2
접근성,4,3,3,0,2,2,1,0,1,1
정보,2,3,4,1,0,1,1,0,3,2
정부,8,7,8,7,3,0,2,1,4,2
정수기,4,0,10,0,0,0,20,5,15,0
제가,4,2,2,1,2,0,2,0,1,3
제공하,2,0,3,1,0,1,4,3,3,1
제공한다.,3,3,4,2,2,1,7,4,4,2
제목,1,0,2,1,0,0,1,0,0,1
제작,1,1,2,1,2,1,1,0,1,1
제조,3,4,6,7,2,0,3,2,4,4
제조사,2,4,3,3,2,0,2,5,3,3
제품,18,6,29,10,6,4,59,26,43,9
조문,0,0,0,0,0,0,0,0,2,0
조방원,4,1,0,3,0,0,0,1,1,0
조종사,2,1,1,2,3,3,0,0,1,1
조화,1,0,2,1,0,0,4,2,3,0
주가,5,2,2,8,0,0,2,4,4,1
주술회전,1,5,3,0,2,2,1,1,0,1
주요,2,2,2,9,1,0,3,3,4,1
주지사에,1,2,2,1,1,0,0,1,1,0
주행,1,3,2,2,1,0,1,1,3,1
중국,6,11,11,9,5,2,7,18,11,10
중동,2,3,1,0,1,1,0,1,0,0
중형,1,3,2,2,1,0,1,1,3,1
증시,4,1,0,3,0,0,0,1,1,0
지금,4,4,2,1,3,1,0,0,1,1
지난,7,13,6,4,11,6,4,10,9,9
지수,2,3,3,2,1,0,2,1,3,1
지역사회,1,0,0,0,0,1,0,0,0,0
지원,2,1,1,1,0,0,1,1,1,0
지원사업,1,0,0,0,0,1,0,0,0,0
지주사,4,1,0,3,0,0,0,1,1,0
직관적인,3,0,6,0,0,0,12,3,9,0
직원,1,0,0,0,0,1,0,0,0,0
직접,4,3,4,1,0,3,1,0,3,4
진행된다.,2,3,2,0,4,5,1,0,0,2
찍힌,1,2,2,0,3,0,1,0,0,1
차량,4,5,4,5,3,3,5,1,6,5
책을,3,2,2,2,3,2,0,0,0,1
천옌순,2,2,1,2,2,0,0,5,2,0
철도,1,0,0,1,1,2,0,0,0,1
철도학원,0,3,1,0,1,1,1,0,1,2
체감할,2,1,1,1,0,0,1,1,1,0
체험,4,4,3,2,7,10,1,0,1,4
초점,2,2,1,2,0,0,1,1,0,1
촬영,3,3,2,2,1,0,3,2,1,1
최고가,4,1,0,3,0,0,0,1,1,0
최승현,4,4,2,1,3,1,0,0,1,1
최신,1,1,1,1,0,0,1,1,3,0
추가,2,1,1,1,0,0,1,1,1,0
추석,1,0,0,1,1,2,0,0,0,1
추석맞,1,0,0,0,0,1,0,0,0,0
출력,2,3,2,1,2,1,3,2,1,2
출범,1,0,0,0,0,0,1,0,2,0
출하량,1,0,2,4,1,0,1,0,1,2
충전,2,4,3,2,2,0,3,2,4,1
치료,2,1,3,0,1,1,0,0,1,0
치료법,2,1,3,0,1,1,0,0,1,0
치매,2,1,3,0,1,1,0,0,1,0
침해,2,2,4,2,1,1,2,5,4,2
카루린파,0,2,0,0,1,0,2,0,0,1
카메라,1,1,1,0,1,0,2,1,1,0
캐릭터,2,8,6,0,4,3,4,1,1,4
캐릭터로,0,3,1,0,1,1,1,0,1,2
커뮤니케이션,1,0,2,1,2,0,5,2,2,3
커뮤니티,1,0,2,1,0,0,1,0,0,1
커쇼,1,0,0,0,0,0,0,1,0,1
컨슈머타임스,1,1,1,0,0,0,0,0,0,0
케어,2,0,1,0,1,0,1,0,2,0
케이팝,2,3,1,0,1,1,0,1,0,0
코닥,1,1,1,0,1,0,2,1,1,0
코레일,1,0,0,1,1,2,0,0,0,1
코웨,2,0,4,0,0,0,8,2,6,0
코웨이,2,0,6,0,0,0,12,3,9,0
콘덴싱,1,0,2,3,0,0,10,6,8,0
콘셉트,6,0,9,2,0,3,12,9,9,3
콘텐츠,7,4,6,1,3,2,3,1,1,4
크게,1,1,1,2,0,0,2,3,2,1
크기,1,1,1,0,1,0,2,1,1,0
크롬북,2,3,2,1,2,1,3,2,1,2
키보토스,0,3,1,0,1,1,1,0,1,2
키스신,2,1,1,0,0,1,0,1,0,0
타면서,1,2,2,1,2,0,0,1,0,0
탐사,1,1,1,0,0,0,0,0,0,0
토트백,1,2,2,0,3,0,1,0,0,1
톡신,4,2,2,1,2,0,2,0,1,3
통해,12,17,15,4,14,16,16,11,12,11
투자,1,2,0,2,1,1,1,3,2,2
특별한,0,1,1,1,1,0,0,0,2,3
특허,3,6,7,4,2,1,2,5,5,2
파운드리,2,2,4,2,1,0,1,0,2,1
파이낸셜타임스,1,2,2,1,1,0,0,1,1,0
팔레드,0,1,1,1,1,0,0,0,2,3
패널,16,20,21,15,12,3,17,39,27,19
패션,0,0,0,0,0,0,1,0,0,2
패키징,1,1,2,5,0,0,2,3,3,1
팬텀,1,5,3,0,2,2,1,1,0,1
퍼레이드,1,5,3,0,2,2,1,1,0,1
퍼퓸,0,1,1,1,1,0,0,0,2,3
편의성,1,0,2,1,0,0,4,2,3,0
편집,4,2,2,1,2,0,2,0,1,3
평가했다.,2,0,0,1,1,1,2,0,2,1
폐쇄적,1,1,1,1,1,0,0,5,3,3
포럼,4,2,3,0,3,2,1,0,0,2
포맷,4,5,3,3,2,1,4,3,1,3
품번,0,2,0,0,1,0,2,0,0,1
프로,4,0,10,0,0,0,20,5,15,0
프로그램,4,4,3,1,4,5,2,1,1,2
프로맥스,2,1,1,1,0,0,1,1,1,0
프로캐빈,1,0,0,0,0,0,1,0,2,0
프리미엄,1,3,4,2,1,0,2,5,2,3
플릿보드,1,0,0,0,0,0,1,0,2,0
피규어,1,0,2,0,1,0,2,0,0,1
피해,1,4,2,2,3,3,2,3,3,3
하고,8,6,4,2,5,1,2,0,2,4
하늘,2,0,0,0,0,0,0,0,0,1
하수나,2,1,1,0,0,1,0,1,0,0
하이드로,1,0,2,3,0,0,10,6,8,0
하지만,1,2,2,0,3,0,1,0,0,1
학생,4,3,3,0,2,2,1,0,1,1
한국,5,12,8,5,5,1,1,3,4,1
한양대병원,0,0,0,0,0,0,0,0,2,0
한의사,2,3,1,0,1,1,0,1,0,0
한의원,2,3,1,0,1,1,0,1,0,0
한의학,2,3,1,0,1,1,0,1,0,0
한의학에,2,3,1,0,1,1,0,1,0,0
한층,0,0,0,0,0,0,1,0,0,2
함께,9,8,7,3,10,11,6,1,2,9
합성피혁,0,2,0,0,1,0,2,0,0,1
합작법인,1,0,0,0,0,0,1,0,2,0
해리스,1,2,2,1,1,0,0,1,1,0
해변,2,0,0,0,0,0,0,0,0,1
핵심,2,2,3,3,2,0,2,4,2,3
햇살,2,0,0,0,0,0,0,0,0,1
했다고,1,2,2,1,1,0,0,1,1,0
향수,0,1,1,1,1,0,0,0,2,3
향후,2,2,1,2,2,0,0,5,2,0
헌터스,2,3,1,0,1,1,0,1,0,0
헬기,2,1,1,2,3,5,0,0,1,2
혁신,2,1,3,2,3,0,5,7,5,6
현재,2,1,3,0,1,3,2,0,1,1
협상,2,4,3,3,2,0,2,5,3,3
협업,1,1,1,0,0,0,0,0,0,0
호로모델,1,0,2,0,1,0,2,0,0,1
홍보부장,0,0,0,0,0,0,0,0,2,0
화면,4,2,3,0,1,0,2,3,7,2
확대,1,1,0,4,1,0,1,0,1,0
확정,1,5,3,0,2,2,1,1,0,1
환경,1,1,1,0,0,0,0,0,0,0
환자,2,1,3,0,1,1,0,0,1,0
활동,3,1,5,0,2,3,4,0,1,2
활용한,3,2,4,0,1,2,1,1,0,1
회장,5,7,3,2,4,1,2,12,8,4
회전,2,2,1,0,0,0,0,0,4,0
효과,1,1,1,2,0,0,2,3,2,1
효성,1,0,0,0,0,0,1,0,2,0
효연,2,0,0,0,0,0,0,0,0,1
후성,1,2,2,5,1,0,2,2,2,3
후지필름,2,2,1,2,0,0,1,1,0,1
휴양지,2,0,0,0,0,0,0,0,0,1
휴온스,1,1,1,0,0,0,0,0,0,0
흑자,1,1,1,2,0,0,2,3,2,1
희망퇴직,1,4,2,2,3,3,2,3,3,3
히트펌프,1,0,2,3,0,0,10,6,8,0
