org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11
이슈,0,0,0,4,1,1,0,0,0,0,4,1
이어,5,5,0,1,3,4,4,4,3,2,0,4
이용하,0,0,3,0,1,1,0,0,0,0,3,1
이유,2,1,3,1,1,1,2,2,1,1,0,3
이차전지,2,1,1,0,4,6,4,1,0,2,0,5
이청,15,15,0,3,6,7,12,10,5,4,1,12
이코노미스트,0,0,3,0,1,1,0,0,0,0,3,1
이후,0,0,4,3,0,0,0,0,0,0,5,2
인구,1,0,0,0,1,2,2,1,0,0,0,1
인사,0,1,1,0,3,5,0,1,0,2,0,1
인스타그램으로,0,0,0,0,1,0,0,0,0,1,0,0
인천,0,0,0,0,0,0,0,0,0,0,1,0
인터뷰,0,0,0,4,1,1,0,0,0,0,4,1
인텔,0,3,3,2,9,12,2,2,0,5,0,3
인플루언서,2,1,2,5,2,2,2,1,1,1,0,3
인해,0,1,4,0,1,1,0,0,0,0,3,0
일곱,1,0,1,4,1,3,2,1,0,4,0,2
일류첸코,0,0,0,0,0,0,0,0,0,0,1,0
일본,8,3,7,23,7,10,9,5,4,8,1,12
일부,0,1,4,0,1,1,0,0,0,0,3,0
입자,1,0,1,0,0,1,1,1,1,1,0,2
있는,24,17,10,36,9,15,33,17,13,16,6,34
있다,55,55,3,13,18,26,50,37,21,9,10,49
있다.,49,37,30,28,50,62,61,46,42,43,15,74
있도록,0,0,1,0,3,1,0,0,4,0,0,1
있어,5,5,0,1,1,2,4,2,1,0,1,4
있지도,1,0,1,0,0,1,1,1,1,1,0,2
자동차,1,0,2,0,1,3,2,0,1,2,1,4
자사주,1,0,0,0,1,1,2,0,0,0,2,1
자신감,9,10,0,2,2,4,8,5,4,1,2,8
작은,3,1,4,1,1,2,3,3,2,2,0,5
잠실,0,0,0,0,1,0,1,0,0,1,3,0
장벽,0,0,3,0,7,1,0,0,12,1,0,1
장비,16,15,8,5,12,18,12,25,6,7,2,27
재계,1,2,2,1,0,2,1,0,0,1,2,1
저당,0,0,0,0,1,0,0,0,0,1,0,0
전국적으로,1,0,0,0,1,2,2,1,0,0,0,1
전기장에,1,0,1,0,0,1,1,1,1,1,0,2
전기차,2,1,1,1,2,3,3,2,1,1,1,4
전날,0,0,0,1,0,0,0,0,0,0,15,1
전동차,0,1,1,0,3,5,0,1,0,2,0,1
전동화,1,0,1,0,1,1,2,1,0,0,0,3
전략,1,1,3,0,6,7,2,1,0,7,0,4
전략적,0,1,1,0,3,5,0,1,0,2,0,1
전망이다.,2,1,2,1,3,2,2,2,5,1,0,4
전면,0,0,2,0,0,1,0,1,0,1,0,0
전산망,0,1,4,0,1,1,0,0,0,0,3,0
전선,1,0,1,0,0,1,1,1,1,1,0,2
전시,1,1,0,1,0,0,1,1,1,0,0,1
전시회,1,0,0,0,0,0,1,0,0,2,0,2
전자종이,1,0,1,0,0,1,1,1,1,1,0,2
전자파,1,1,0,0,2,3,2,0,0,1,0,2
전장,1,0,2,0,1,3,2,0,1,2,1,4
전체,3,4,0,1,1,1,5,4,3,0,1,2
전투,1,0,1,4,1,3,2,1,0,4,0,2
전환,5,5,0,1,2,3,5,3,1,2,2,4
전환에,4,5,0,1,1,2,4,3,2,1,1,4
점에서,2,1,1,1,2,3,3,2,1,1,1,4
점유율,4,4,1,1,2,1,5,4,1,1,1,4
정부,38,41,14,12,29,32,37,29,10,11,13,41
정철동,9,10,1,2,4,5,9,3,3,3,2,8
제16회,5,5,2,1,1,2,4,2,3,0,1,4
제네시스,2,1,1,1,2,0,2,2,2,1,0,3
제로,2,1,6,8,1,2,2,0,1,2,0,4
제로슈,0,0,0,0,1,0,0,0,0,1,0,0
제작,1,0,0,0,1,1,1,0,0,4,0,2
제조사,4,3,2,1,1,3,4,5,1,3,1,4
제조업,2,1,0,1,2,3,2,2,2,2,0,4
제품,0,0,3,0,6,2,0,0,8,0,0,2
조기,1,2,2,1,0,2,1,0,0,1,2,1
조달,0,1,1,1,3,4,1,0,0,1,0,1
조성환,0,0,0,0,0,0,1,0,0,0,3,0
종목,1,1,1,0,1,1,3,0,0,0,2,2
종합,0,0,0,4,1,1,0,0,0,0,4,1
좋은,0,0,0,0,1,0,0,0,0,1,0,0
좌완투수,0,0,0,0,0,0,1,0,0,0,3,0
주가,2,1,0,1,2,3,2,2,2,2,0,4
주간,1,0,0,0,1,1,2,0,0,0,2,1
주루,0,0,0,1,0,0,0,0,0,0,5,1
주신,1,1,0,1,0,0,1,1,1,0,0,1
주요,6,6,5,7,8,8,5,7,6,5,1,11
중국,65,63,9,19,33,46,62,62,24,27,13,75
중국에,2,1,0,1,1,2,5,3,1,0,1,4
중심,2,1,2,1,3,2,2,2,5,1,0,4
즐길,6,3,0,15,1,2,8,3,3,5,0,9
증착기,4,3,2,1,1,3,4,5,1,3,1,4
지급,1,2,2,1,0,2,1,0,0,1,2,1
지급한다.,1,2,2,1,0,2,1,0,0,1,2,1
지난,12,11,1,4,7,6,11,11,4,6,2,11
지방,1,0,0,0,1,2,2,1,0,0,0,1
지배구조,0,1,1,1,3,4,1,0,0,1,0,1
지원,9,8,6,3,5,9,12,8,3,5,3,12
직전,0,0,0,0,0,0,0,0,0,0,1,0
진행하고,2,1,0,1,2,3,2,2,2,2,0,4
차단,1,1,0,0,2,3,2,0,0,1,0,2
차량,6,2,4,3,4,4,11,5,5,3,2,14
차량용,4,2,1,3,2,0,7,4,4,1,1,7
차세대,9,7,0,4,4,7,12,7,6,8,1,11
참석한,5,5,2,1,1,2,4,2,3,0,1,4
창업자,0,1,1,0,3,5,0,1,0,2,0,1
처음,0,0,0,1,0,0,0,0,0,0,5,1
첨단,1,0,1,0,2,3,2,1,0,1,0,3
청춘,0,0,0,0,1,0,0,0,0,1,0,0
체험,2,1,0,5,0,1,3,2,2,0,0,3
체험할,2,1,0,4,0,1,2,1,1,0,0,2
초유,0,0,3,0,1,1,0,0,0,0,3,1
최고,1,0,1,0,1,0,1,0,0,0,0,1
최초로,3,2,0,1,1,2,3,2,2,2,1,4
추석,1,2,2,1,0,2,1,0,0,1,2,1
추월당할,2,1,0,1,1,2,5,3,1,0,1,4
출국길,0,0,0,0,0,0,0,0,0,1,0,0
출시,0,0,4,2,0,0,0,0,0,0,0,1
출신,0,0,0,4,1,1,0,0,0,0,4,1
출품했다.,2,1,2,5,2,2,2,1,1,1,0,3
출하량,5,3,0,2,5,8,4,4,5,9,0,6
충격,0,0,0,5,3,2,0,1,0,0,5,1
충남,1,0,0,0,1,2,2,1,0,0,0,1
충남아산,0,0,0,0,0,0,0,0,0,0,1,0
충칭,2,1,0,1,2,3,2,5,1,1,0,5
충칭시,2,1,0,1,2,3,2,5,1,1,0,5
치어리더,0,0,0,4,1,1,0,0,0,0,4,1
친환경,2,1,0,1,1,1,5,1,3,1,1,3
카메라,0,0,2,0,0,0,0,0,0,0,0,0
카브리올레,1,0,1,0,1,0,1,0,0,0,0,1
캐릭터,3,1,1,8,1,4,4,2,1,4,0,4
커버,2,1,3,1,1,1,2,2,1,1,0,3
커지고,1,0,0,0,1,2,2,1,0,0,0,1
커피,0,0,0,0,1,0,0,0,0,1,0,0
컨슈머타임스,2,1,0,5,0,0,3,1,1,1,0,3
컬러,1,0,1,0,1,0,1,0,0,0,0,1
컴투스,2,1,3,6,2,2,2,1,1,1,2,3
코덱,0,1,3,0,1,3,0,0,0,2,0,1
코스피,2,3,3,2,8,9,6,0,0,2,5,5
콘서트,1,0,0,0,1,1,1,0,0,4,0,2
콘텐츠,2,1,2,4,1,1,2,0,0,5,0,4
쿠페,1,0,1,0,1,0,1,0,0,0,0,1
쿨링,0,0,2,0,0,1,0,1,0,1,0,0
크게,0,1,1,1,3,3,1,1,0,2,0,1
크기,2,2,6,1,2,4,2,2,1,3,0,4
클레녹스,0,0,4,0,10,2,0,0,15,1,0,1
키메가오,0,0,1,2,1,0,0,0,0,1,0,1
킵스파마,2,1,0,1,2,3,2,2,2,2,0,4
탄력,0,0,4,0,10,2,0,0,15,1,0,1
탑재한,2,1,0,1,1,2,2,2,4,3,0,4
탠덤,7,5,2,2,2,5,7,7,3,5,2,8
토트넘,0,0,0,4,1,1,0,0,0,0,4,1
톨허스트,0,0,0,0,0,0,0,0,0,0,5,0
통한,0,1,1,0,3,5,0,1,0,2,0,1
통해,13,8,10,23,6,11,19,9,8,11,3,20
투명,4,2,1,1,2,3,5,3,2,2,1,7
투수,0,0,0,0,0,0,0,0,0,0,5,0
투자,38,44,10,13,30,42,42,36,16,18,11,46
투자자들,1,1,1,0,1,1,3,0,0,0,2,2
트럼프,0,1,1,2,5,4,0,1,0,1,2,1
트리플,0,0,2,0,0,0,0,0,0,0,0,0
특허,2,1,2,1,5,1,2,2,5,1,0,3
특허에,2,1,1,1,2,0,2,2,2,1,0,3
특히,2,0,2,0,4,4,4,1,0,5,0,4
팀이,0,0,0,0,0,0,0,0,0,0,10,0
팀장,2,1,0,1,1,1,5,1,3,1,1,3
파일,0,1,3,0,1,3,0,0,0,2,0,1
패널,27,23,4,8,14,18,25,30,14,11,3,30
퍼포먼스,1,0,1,0,1,0,1,0,0,0,0,1
페스티벌,0,0,0,0,1,0,0,0,0,1,0,0
평균,1,0,0,0,1,2,2,1,0,0,0,1
평균자책점,0,0,0,0,0,0,1,0,0,0,4,0
포상,3,2,1,1,1,1,4,3,1,1,1,4
포수,0,0,0,1,0,0,0,0,0,0,5,1
포스트시즌에,0,0,0,0,0,0,0,0,0,0,5,0
폴드,0,0,2,0,0,0,0,0,0,0,0,0
풀이된다.,1,0,0,0,1,1,2,0,0,0,2,1
품질,0,1,3,0,1,3,0,0,0,2,0,1
풍부한,3,1,0,5,1,3,5,2,1,2,0,4
프로,3,1,0,1,2,3,3,7,1,1,0,6
프로젝트,5,3,0,2,3,6,4,7,3,5,0,8
프로젝트에,6,6,2,2,4,6,4,10,2,2,0,8
프리미엄,4,2,4,3,7,2,7,4,15,2,1,8
플랫폼,4,2,2,6,4,5,4,3,3,3,0,7
플레이,0,0,4,2,0,0,0,0,0,0,0,1
플렉스,2,1,0,5,0,0,3,1,1,1,0,3
피부,0,0,4,0,13,3,0,0,19,1,0,2
필터,2,1,1,0,4,6,4,1,0,2,0,5
하반기,30,30,3,6,9,12,24,16,9,3,6,24
하반기에,5,5,2,1,1,2,4,2,3,0,1,4
한국,26,32,4,10,22,24,35,18,11,12,8,30
한다,9,9,1,2,4,4,9,8,2,3,1,8
한동훈,0,0,0,0,0,0,0,0,0,0,1,0
한라캐스트,1,0,2,0,1,3,2,0,1,2,1,4
한화,1,2,2,6,4,5,1,2,0,1,31,4
함께,0,0,3,1,6,1,0,0,7,1,2,0
핵심,7,7,5,4,12,16,10,7,3,7,3,14
했다.,8,7,0,2,2,4,7,4,4,2,2,8
허벅지,0,0,0,0,0,0,0,0,0,0,5,0
허페,15,15,6,5,11,15,10,25,5,5,1,23
헤드셋,3,2,0,1,1,3,2,2,2,4,0,3
혁신,1,0,1,0,1,1,2,1,0,0,0,3
현대모비스,1,0,1,0,1,1,2,1,0,0,0,3
현장,1,0,4,4,1,2,1,0,1,1,0,2
현장에,0,0,1,1,0,0,0,0,0,0,1,0
현지,2,2,1,4,3,6,2,2,1,2,0,3
협력사,4,4,5,6,2,6,6,2,4,4,4,5
협상,0,2,2,3,8,8,2,2,0,3,1,2
혜택,10,10,0,2,4,2,7,7,2,2,0,8
호환성,0,0,2,0,0,1,0,1,0,1,0,0
홈경기에서,0,0,0,0,0,0,0,0,0,0,5,0
홈에서,0,0,0,0,0,0,0,0,0,0,10,0
홈케어,0,0,3,0,8,2,0,0,11,0,0,1
홈페이지,1,0,0,0,0,0,1,0,0,2,0,2
화재로,0,0,3,0,1,1,0,0,0,0,3,1
화질,4,5,0,1,1,2,4,3,2,1,2,4
확대,1,2,2,1,4,5,4,0,0,1,2,3
확대될,4,2,3,2,6,4,4,4,10,3,0,8
확보에,1,0,1,0,1,1,2,1,0,0,0,3
확산,5,5,0,1,2,3,5,3,1,2,2,4
환율,0,1,1,1,3,3,0,0,0,1,1,1
회장,0,0,0,0,0,0,0,0,0,0,1,0
효과,0,0,4,0,10,2,0,0,15,1,0,1
효과적인,0,0,1,0,3,1,0,0,3,0,0,0
효율,2,0,0,0,8,7,2,2,10,7,0,4
흐름,0,0,0,0,0,0,0,0,0,0,1,0
흑자,21,25,2,5,12,13,23,10,9,7,5,20
