org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11
식품,2,0,3,0,2,0,4,0,1,1,1,2
신규,6,2,8,2,2,0,2,4,6,0,8,4
신내림,0,0,1,0,1,1,1,0,0,0,0,3
신대호,0,0,0,0,0,0,0,0,0,1,0,1
신시장,1,1,4,2,1,0,3,4,2,0,2,1
신작,2,12,5,5,3,0,7,4,5,0,5,8
신작게임,1,5,2,2,0,0,2,2,2,0,2,1
신한,0,0,0,0,0,20,0,0,0,0,0,0
신한디딤글로벌EMP펀드,1,0,1,0,3,0,2,0,0,0,0,1
신한자산운용,1,0,1,0,3,0,2,0,0,0,0,1
실적,8,4,9,18,1,4,10,20,12,6,16,8
심폐소생술,0,0,0,0,0,0,0,0,1,0,0,1
쓰든,0,1,2,2,0,1,2,5,3,1,4,2
아니라,0,0,2,1,3,0,5,0,0,1,0,2
아들,0,0,0,0,0,0,0,0,0,0,0,1
아래,0,1,2,1,0,0,2,1,2,1,1,0
아마존,0,0,5,0,3,0,3,0,3,0,0,2
아이톡시,5,0,2,0,2,0,2,0,0,2,1,4
아직,2,0,4,4,5,0,5,0,6,6,0,2
아티스트,0,0,2,1,3,0,5,0,0,1,0,2
아파트에서,0,0,0,0,0,0,0,0,0,0,0,1
안내,0,0,0,0,0,0,0,0,1,0,0,1
안랩,3,5,2,3,2,2,5,4,5,1,2,3
안전,0,0,0,0,0,0,0,0,1,0,0,1
앉아,0,0,0,0,0,0,1,0,0,0,0,0
암호화폐,0,0,0,0,1,1,2,0,0,2,0,5
앞두고,0,0,0,0,0,0,0,0,1,1,0,0
앞서,7,2,6,10,4,1,7,9,5,1,9,5
애니메이션,2,7,3,3,4,0,5,1,2,0,3,6
애플,2,1,2,3,1,1,4,4,2,0,5,3
액션,1,2,1,1,3,0,3,0,0,0,1,5
앱코,0,0,0,0,0,0,0,0,2,0,1,1
야외에서도,1,0,2,2,2,0,2,0,3,3,0,1
양로원,0,0,1,0,0,3,0,0,0,3,0,3
양산,7,3,9,12,3,2,9,14,7,2,10,6
어르신들,0,0,1,0,0,3,0,0,0,3,0,3
어울린다.,0,0,0,0,0,0,0,0,2,0,1,1
업계,14,6,15,18,7,6,20,20,15,5,23,17
업그레이드,0,1,2,1,0,0,2,1,2,1,1,0
업종,1,1,2,1,2,0,2,1,4,0,2,1
업체,4,3,7,9,4,1,8,7,12,6,6,5
없다고,2,1,1,3,0,1,1,5,3,1,4,2
에서,2,1,2,1,0,1,3,3,2,1,3,3
엔비디아,2,0,4,0,4,0,4,0,1,2,1,3
엔씨,0,5,2,2,0,0,2,2,2,0,1,1
엔씨소프트,4,25,10,10,1,0,10,9,11,1,10,7
엘리트,1,1,4,1,5,1,7,1,2,2,0,3
엣지파운드리,5,0,4,1,1,2,4,0,2,1,1,2
여유,0,0,0,0,0,0,1,0,0,0,0,0
여의도,0,0,0,0,0,0,0,0,1,1,0,0
여전히,2,1,2,1,0,1,3,3,2,1,3,3
역량,1,0,1,0,1,1,2,0,0,0,0,0
역임하며,1,1,4,2,1,0,3,4,2,0,2,1
연간,6,2,4,8,2,2,5,10,6,2,9,5
연산,2,0,4,0,4,0,4,0,1,2,1,3
연예,0,1,0,0,0,2,0,0,0,0,0,4
연출,1,2,1,1,3,0,3,0,0,0,1,5
연휴,0,0,0,0,0,0,0,0,0,1,0,2
열린,4,1,3,5,3,20,4,4,2,0,4,2
영상,1,0,0,0,1,0,1,0,1,0,1,4
오늘,0,0,0,0,1,0,1,0,0,0,0,0
오른,5,0,2,0,2,0,2,0,0,2,1,4
오스틴,0,1,0,0,0,4,0,0,0,0,0,3
오후,1,0,0,0,1,23,2,0,0,0,1,5
오히려,0,0,0,0,0,0,1,0,0,0,0,0
온디바이스,0,0,1,0,1,0,3,0,1,0,0,1
올레드,0,1,2,2,0,1,2,5,3,1,4,2
올해,8,3,11,9,8,4,14,10,9,5,9,10
외국인,1,0,1,0,3,1,1,0,0,0,0,1
우리,1,0,2,4,1,0,5,2,0,2,1,1
우승,0,1,0,0,0,4,0,0,0,0,0,3
우천,0,0,0,0,0,3,0,0,0,0,0,1
운전면허,0,0,0,0,1,0,1,0,0,0,0,0
원래,2,1,1,3,0,1,1,5,3,1,4,2
월스트리트저널,0,0,2,0,1,0,1,0,1,0,0,0
웨어러블,3,3,8,6,6,0,10,3,15,8,3,4
웨이브,3,5,2,3,2,2,5,4,5,1,2,3
위기,5,2,7,13,3,2,14,10,4,4,6,5
위안,9,3,12,3,3,0,4,6,9,0,12,5
위한,3,0,3,1,1,2,5,0,0,1,1,2
위해,0,0,0,0,1,0,1,0,0,0,0,0
윈드쉴드,2,0,2,1,0,0,3,0,0,0,1,1
유격수,0,0,0,0,0,1,0,0,0,0,0,0
유기발광다이오드,4,2,4,7,0,2,5,10,6,3,8,4
유비리서치,4,2,9,8,9,0,11,2,16,11,2,5
유비리서치에,2,0,4,4,5,0,5,0,6,6,0,2
유엔총회,2,0,0,0,2,0,1,0,0,2,1,4
유진그룹,0,0,0,0,0,0,0,0,0,1,0,2
윤석열,0,0,0,0,2,0,2,0,0,0,0,1
윤성빈,0,0,0,0,0,1,0,0,0,0,0,0
윤수영,0,1,2,4,0,1,3,4,3,0,2,1
음료,2,0,3,0,2,0,4,0,1,1,1,2
음악,0,0,1,0,1,0,3,0,1,0,0,1
응용,3,0,5,1,5,1,5,0,1,1,1,2
의약품,2,1,2,1,3,0,2,1,4,1,2,2
의약품에,1,0,0,0,1,0,0,0,0,1,0,1
이날,5,0,2,0,2,1,2,0,0,2,1,4
이는,2,1,2,1,0,0,2,1,3,1,3,1
이더리움,0,0,0,0,0,1,0,0,0,1,0,1
이더리움클래식,0,0,0,0,0,1,0,0,0,1,0,1
이들,0,0,4,0,2,0,2,0,2,0,0,0
이명희,4,1,5,2,5,1,5,3,3,1,4,4
이번,5,6,4,7,4,3,12,8,7,2,4,7
이범석,2,0,0,0,2,0,1,0,0,2,1,4
이보미,0,1,2,2,0,1,2,5,3,1,4,2
이슈,0,2,0,0,0,6,0,0,0,0,0,7
이시바,0,0,0,0,0,0,1,0,0,0,0,2
이야기,1,0,0,0,1,0,1,0,0,0,1,4
이어,0,0,1,0,0,2,0,0,0,2,0,2
이용,0,0,0,0,0,0,0,0,0,1,0,1
이웃,0,0,0,0,0,1,0,0,0,1,0,1
이유,0,1,2,1,0,0,2,1,2,1,1,0
이재명,0,0,0,0,0,0,1,0,0,0,0,2
이재석,1,0,0,0,1,0,1,0,0,0,1,4
이주선,0,5,2,2,0,0,2,2,2,1,1,2
이채연,0,0,1,0,1,1,1,0,0,0,0,3
이청,14,6,15,27,5,6,19,29,19,7,24,14
인공지능,2,1,3,5,1,1,4,4,2,1,3,2
인기,2,0,0,0,1,0,0,0,0,0,1,4
인도네시아,2,0,3,0,2,0,4,0,1,1,1,2
인력,0,0,0,0,0,0,0,0,1,1,0,0
인상한,0,0,1,0,1,0,1,0,1,0,0,2
인정신문,0,0,0,0,1,0,1,0,0,0,0,1
인턴기자,0,0,1,0,1,1,1,0,0,0,0,3
일곱,1,2,1,1,3,0,3,0,0,0,1,5
일대,0,0,0,0,0,0,0,0,1,1,0,0
일본,2,7,3,3,4,0,6,1,2,0,3,8
일본군,2,0,0,0,2,0,1,0,0,2,1,4
일부,0,0,0,0,0,0,0,0,1,0,0,0
일어나,0,0,0,0,1,0,1,0,0,0,0,1
일정,0,0,0,0,0,3,0,0,0,0,0,1
일정실업,5,0,2,0,2,0,2,0,0,2,1,4
임시정부,2,0,0,0,2,0,1,0,0,2,1,4
있는,15,33,21,24,7,7,28,26,24,7,24,20
있다,36,15,38,62,17,14,50,67,44,17,60,33
있다.,55,14,62,28,49,19,83,26,52,31,38,56
있도록,0,0,1,0,0,0,2,0,2,5,0,0
있습니다.,1,0,0,0,0,1,0,0,0,1,0,2
있어,0,0,0,0,0,0,0,0,2,0,1,1
있으며,7,1,6,4,4,2,8,5,5,3,6,5
있을,1,0,2,4,1,0,5,2,0,2,1,1
있음,2,1,3,1,1,0,3,1,5,0,1,1
자금,1,0,1,0,3,0,2,0,0,0,0,1
자동차,10,0,8,2,2,3,8,0,4,2,2,4
자동화,5,0,4,1,4,1,5,0,1,2,1,3
자료,3,0,5,1,5,1,5,0,1,1,1,2
자산운용사,1,0,1,0,3,0,2,0,0,0,0,1
자신감,4,2,4,10,0,2,4,10,4,3,8,3
자아낸다.,0,0,1,0,1,1,1,0,0,0,0,3
자연스러운,0,0,0,0,0,0,1,0,0,0,0,0
자율주행,5,0,4,1,4,1,5,0,1,2,1,3
자체,2,0,4,0,4,0,4,0,1,2,1,3
작은,0,1,2,1,0,0,2,1,2,1,1,0
장군,2,0,0,0,2,0,1,0,0,2,1,4
장벽,0,0,1,0,0,0,3,0,6,15,0,0
장비,25,5,28,7,8,4,17,10,19,2,22,13
장을,5,0,2,0,2,0,2,0,0,2,1,4
장주원,0,1,0,0,0,2,0,0,0,0,0,4
장필구,0,0,0,0,0,0,0,0,0,0,1,2
재소자들,0,0,0,0,1,0,1,0,0,0,0,0
재판,0,0,0,0,1,0,1,0,0,0,0,1
재판에,0,0,0,0,1,0,1,0,0,0,0,1
전동화,2,0,2,1,0,0,3,0,0,0,1,1
전략,3,0,3,2,5,1,4,1,0,3,1,4
전망이다.,1,1,3,2,2,0,4,1,5,3,1,1
전시회,3,0,5,1,5,1,5,0,1,1,1,2
전유성,0,1,0,0,0,4,0,0,0,0,0,3
전장,10,0,8,2,2,3,8,0,4,2,2,4
전체,1,1,1,0,3,0,2,1,2,0,2,1
전통시장,0,0,0,0,0,0,0,0,0,1,0,1
전투,1,2,1,1,3,0,3,0,0,0,1,5
전환할,2,1,3,5,1,1,4,4,2,1,3,2
점포에,0,0,0,0,0,0,0,0,1,1,0,0
정규시즌,0,0,0,0,0,3,0,0,0,0,0,1
정도,0,1,2,2,0,1,2,5,3,1,4,2
정부,7,2,5,8,3,4,6,8,4,5,9,8
정부조직법,0,0,0,0,0,1,0,0,0,0,0,0
정우주에게,0,0,0,0,0,10,0,0,0,0,0,0
정책,0,0,0,0,1,0,2,0,0,0,0,2
정철동,2,1,2,4,0,1,3,5,4,2,4,2
제15회,3,1,3,5,2,0,4,4,2,2,4,2
제16회,6,2,5,8,3,3,7,10,9,1,10,6
제네시스,1,1,2,1,1,0,3,1,2,2,2,1
제이쓴,0,1,0,0,0,2,0,0,0,0,0,4
제작,0,0,2,1,3,0,5,0,0,1,0,2
제조사,2,1,2,3,1,1,4,4,2,0,5,3
제조업,1,1,2,1,2,0,2,1,4,0,2,1
제출,0,0,1,0,1,0,1,0,1,0,0,2
제품,4,1,7,2,5,1,8,3,7,11,4,4
조사하고,0,0,0,0,0,0,0,0,0,0,0,1
종합,0,2,0,0,0,6,0,0,0,0,0,7
주가,1,1,2,1,2,0,2,1,4,0,2,1
주방환경,0,0,1,0,0,1,0,0,0,1,0,1
주식,5,0,2,0,2,0,2,0,0,2,1,4
주요,4,2,8,3,4,0,5,3,9,3,5,5
주유,1,0,0,0,0,1,0,0,0,1,0,2
주유소,1,0,0,0,0,1,0,0,0,1,0,2
죽음,1,0,0,0,1,0,1,0,0,0,1,4
중국,41,14,44,40,20,11,41,47,39,9,58,37
중국에,3,1,3,3,1,2,3,3,2,1,4,3
중동,1,0,1,0,2,3,4,0,1,2,0,2
중심,1,1,3,2,2,0,4,1,5,3,1,1
중이다.,2,0,0,0,1,0,0,0,0,0,1,4
중인,1,0,0,0,1,0,0,0,0,1,0,1
중형,0,0,0,0,1,0,1,0,0,0,0,0
즐길,3,25,10,10,1,0,10,9,10,1,8,6
증가,2,0,3,0,2,0,4,0,1,1,1,2
증가하,0,0,0,0,0,0,0,0,1,0,0,1
증착기,2,1,2,3,1,1,4,4,2,0,5,3
지난,7,1,4,4,3,1,6,4,3,2,4,11
지난해에,0,0,1,0,0,1,0,0,0,1,0,1
지능형,1,0,2,4,1,0,5,2,0,2,1,1
지속적인,0,0,0,0,0,1,0,0,0,1,0,1
지역에서,2,0,0,0,1,0,0,0,0,0,1,4
지원,3,2,5,4,1,2,5,4,4,2,5,3
직장인들,0,0,0,0,0,0,0,0,0,1,0,2
직접,0,0,0,0,1,0,1,0,0,0,0,1
진행하고,1,1,2,1,2,0,2,1,4,0,2,1
짧게,0,0,0,0,1,0,1,0,0,0,0,0
짧은,0,0,0,0,0,0,1,0,0,0,0,0
차량,15,2,14,5,3,4,17,4,8,5,8,9
차량용,3,2,4,2,1,1,6,4,4,3,5,4
차세대,13,4,13,12,12,2,17,12,14,4,14,12
참석한,2,1,2,4,0,2,2,5,4,1,5,2
채수빈,0,0,1,0,1,1,1,0,0,0,0,3
처음,0,0,0,0,0,0,1,0,0,0,0,2
첨단,2,1,3,1,1,0,3,1,5,0,1,1
체험,1,5,2,2,0,0,2,2,3,0,3,2
총리,0,0,0,0,0,0,1,0,0,0,0,2
최초,0,1,2,4,0,1,3,4,3,0,2,1
최초로,3,1,3,2,3,1,3,3,4,0,3,1
추가,0,0,0,0,1,0,1,0,0,0,0,1
추격에,2,1,2,5,0,1,2,5,2,1,4,2
추석,0,0,0,0,0,0,0,0,0,1,0,2
추월당할,3,1,3,3,1,2,3,3,2,1,4,3
추진한다.,0,0,0,0,0,0,0,0,1,0,0,1
축소,0,0,0,0,1,0,2,0,0,0,0,2
출처,2,0,3,0,2,0,4,0,1,1,1,2
충남,2,1,3,1,1,0,3,1,5,0,1,1
충남TP,2,1,3,1,1,0,3,1,5,0,1,1
충칭,2,1,2,1,0,0,2,1,3,1,3,1
충칭시,2,1,2,1,0,0,2,1,3,1,3,1
취재진,3,1,3,5,1,1,3,5,3,1,5,3
치어리더,0,1,0,0,0,4,0,0,0,0,0,3
친환경,2,0,3,0,2,0,4,0,1,1,1,2
칩을,2,0,4,0,4,0,4,0,1,2,1,3
카카오,0,0,0,0,0,0,0,0,1,0,0,0
카카오톡,0,0,0,0,0,0,0,0,1,0,0,0
캐릭터,3,2,1,1,4,0,3,0,0,0,2,9
캠페인,0,0,0,0,0,0,0,0,0,1,0,1
커버,0,1,2,1,0,0,2,1,2,1,1,0
컨슈머타임스,0,5,2,2,0,0,2,2,2,0,1,1
코미디TV,0,0,0,0,0,0,0,0,0,0,1,2
코스피,1,0,1,0,3,1,1,0,0,0,0,1
코오롱,5,0,2,0,2,0,2,0,0,2,1,4
코오롱모빌리티그룹,5,0,2,0,2,0,2,0,0,2,1,4
콘서트,0,0,2,1,3,0,5,0,0,1,0,2
콘텐츠,0,0,2,1,3,0,5,0,0,2,0,4
쿠키,0,0,1,0,1,1,1,0,0,0,0,3
쿠키런,0,0,1,0,1,1,1,0,0,0,0,3
퀄컴,4,1,7,3,10,2,11,2,2,5,1,7
크기,0,1,2,1,0,0,2,1,2,1,1,0
클라우드,3,0,4,2,6,1,7,1,1,3,1,5
클랩,2,1,3,1,1,0,3,1,5,0,1,1
클레녹스,0,0,1,0,0,0,4,0,8,19,0,0
키보드로,0,0,0,0,0,0,0,0,2,0,1,1
킵스파마,1,1,2,1,2,0,2,1,4,0,2,1
킹덤,0,0,1,0,1,1,1,0,0,0,0,3
타이핑,0,0,0,0,0,0,0,0,2,0,1,1
탄력,0,0,1,0,0,0,4,0,8,19,0,0
탑재한,1,1,2,2,2,0,3,1,5,2,1,2
탠덤,5,2,5,5,4,2,7,7,6,0,8,4
토큰,0,0,0,0,1,0,2,0,0,0,0,2
통과하면서,0,0,0,0,0,1,0,0,0,0,0,0
통해,27,35,37,36,27,8,53,32,31,15,27,35
투명,5,1,5,3,3,1,6,3,4,0,4,2
투입했다.,0,0,0,0,0,1,0,0,0,0,0,0
투자,23,9,22,28,6,8,23,38,27,6,41,21
투자에,3,1,3,5,1,1,2,5,3,1,4,3
투자자들,1,0,1,0,4,1,3,0,0,0,0,3
트럼프,2,0,6,0,7,1,4,0,3,1,0,4
트윈스,0,0,0,0,0,20,0,0,0,0,0,0
특강,1,0,1,0,1,1,2,0,0,0,0,0
특집,0,0,0,0,0,0,0,0,0,0,1,2
특허,1,1,2,1,1,0,4,1,4,6,2,1
특허에,1,1,2,1,1,0,3,1,2,2,2,1
특히,0,0,0,0,0,0,0,0,1,0,0,0
팀의,0,0,0,0,0,3,0,0,0,0,0,1
파우치,2,0,3,0,2,0,4,0,1,1,1,2
판호,2,0,0,0,1,0,0,0,0,0,1,4
패널,11,6,12,8,6,2,14,12,16,3,19,9
펀드,1,0,1,0,3,0,2,0,0,0,0,1
편도욱,0,0,0,0,0,1,0,0,0,1,0,1
편의점,0,0,0,0,0,0,0,0,1,1,0,0
폐지,0,0,0,0,0,1,0,0,0,0,0,0
포스트시즌,0,0,0,0,0,3,0,0,0,0,0,1
포장,2,0,3,0,2,0,4,0,1,1,1,2
폴더블,1,1,2,4,0,1,2,5,3,2,4,1
표정,0,0,0,0,0,0,1,0,0,0,0,0
풍경,0,0,0,0,0,0,1,0,0,0,0,0
풍부한,1,5,2,2,0,0,2,2,2,0,2,1
프로,2,1,3,2,0,0,3,1,3,1,4,1
프로야구,0,0,0,0,0,20,0,0,0,0,0,0
프로젝트,2,1,2,1,0,0,2,1,3,1,3,1
프로젝트에,6,2,8,2,2,0,2,4,6,0,8,4
프리미엄,3,2,5,3,2,1,8,4,11,14,4,4
플라스틱,2,0,3,0,2,0,4,0,1,1,1,2
플랫폼,4,1,5,3,7,1,6,2,4,3,3,5
플렉스,0,5,2,2,0,0,2,2,2,0,1,1
플렉시블,2,1,3,1,1,0,3,1,5,0,1,1
피드,0,0,0,0,0,0,0,0,1,0,0,0
피부,0,0,2,0,0,0,5,0,10,24,0,0
필요한,0,0,0,0,0,1,0,0,0,1,0,1
하드웨어,0,0,1,0,1,0,3,0,1,0,0,1
하반기,18,8,18,37,3,9,20,40,23,11,34,16
하반기에,2,1,2,4,0,2,2,5,4,1,5,2
하성운,0,0,1,0,1,1,1,0,0,0,0,3
학생들,1,0,1,0,1,1,2,0,0,0,0,0
한강,0,0,0,0,0,0,0,0,1,1,0,0
한국,8,2,6,6,6,4,7,8,4,4,9,10
한국기업,3,0,5,1,5,1,5,0,1,1,1,2
한국도로공사,1,0,0,0,0,1,0,0,0,1,0,2
한다,4,1,3,5,3,0,4,4,2,0,4,2
한라캐스트,10,0,8,2,2,3,8,0,4,2,2,4
한화,0,1,0,0,0,38,0,0,0,0,0,3
한화생명,0,0,0,0,0,20,0,0,0,0,0,0
함께,0,0,0,0,0,1,1,0,5,9,0,0
해당,0,0,0,0,1,0,2,0,0,0,0,2
핵심,5,1,5,3,3,1,6,3,4,0,4,2
했다.,8,3,8,14,4,3,11,15,9,5,12,5
행정부,0,0,2,0,1,0,1,0,1,0,0,0
허페,15,5,20,5,6,1,9,10,15,0,20,9
혁신,4,1,5,2,1,0,6,1,5,0,2,2
현금,1,0,1,0,3,1,1,0,0,0,0,1
현대모비스,2,0,2,1,0,0,3,0,0,0,1,1
현재,0,0,0,0,0,1,0,0,0,2,0,3
현희,0,1,0,0,0,2,0,0,0,0,0,4
혐의,0,0,0,0,1,0,1,0,0,0,0,1
협력사,3,5,2,3,2,2,5,4,5,1,2,3
호텔,0,0,0,0,0,0,0,0,0,0,1,2
홈런,0,1,0,0,0,4,0,0,0,0,0,3
홈케어,0,0,1,0,0,0,3,0,6,14,0,0
홈페이지,2,0,3,0,2,0,4,0,1,1,1,2
홍현희,0,1,0,0,0,2,0,0,0,0,0,4
화장실,1,0,0,0,0,1,0,0,0,1,0,2
화질,2,7,5,7,0,2,5,12,8,3,9,6
확대될,2,2,6,4,4,0,7,2,10,6,2,2
확보에,2,0,2,1,0,0,3,0,0,0,1,1
환율,1,0,1,0,3,1,1,0,0,0,0,1
활동,0,0,1,0,0,1,0,0,0,1,0,1
활용해,1,0,1,0,1,1,2,0,0,0,0,0
황의조,0,0,1,0,1,1,1,0,0,0,0,3
효과,0,0,1,0,0,0,4,0,8,19,0,0
효과적인,0,0,0,0,0,0,1,0,2,4,0,0
효율,2,0,4,4,5,0,5,0,6,6,0,2
