org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9
통한,0,0,0,2,2,0,0,0,0,10
통해,1,1,10,8,4,5,10,6,1,4
투입할,1,0,0,2,0,1,2,1,0,0
투자,0,0,3,1,1,0,0,0,1,0
투자금,1,0,0,2,0,1,2,1,0,0
튈지,0,0,1,0,1,0,0,0,0,0
특히,4,2,1,6,0,1,1,2,4,1
파이낸셜뉴스,0,4,2,3,2,5,1,4,0,2
파주,1,0,1,1,0,0,1,1,0,0
파주시,1,0,1,1,0,0,1,1,0,0
판매,0,1,0,2,1,0,1,0,0,1
패널,0,3,34,17,11,4,5,7,2,2
패키징,0,1,3,3,1,0,0,1,0,2
팬들,0,0,0,0,1,0,0,0,2,0
편리하게,0,4,1,2,1,0,0,0,0,1
편의성,0,0,2,4,4,4,5,4,0,15
평화경제특구,1,0,1,1,0,0,1,1,0,0
폐기,1,0,1,1,3,0,0,0,0,1
폐배터리,1,0,1,1,3,0,0,0,0,1
폐쇄적,0,0,5,1,3,0,0,0,0,0
포맷,0,2,2,3,0,1,1,1,0,1
폴더블폰,0,1,0,2,1,0,1,0,0,1
표현,0,0,1,2,1,0,0,0,0,0
프로,0,6,7,7,6,35,8,28,0,6
프로그램,19,4,1,3,4,0,0,0,13,1
프로맥스,1,0,1,1,1,0,0,0,0,1
프리미엄,0,1,5,3,4,0,0,1,0,0
피해,1,1,3,4,2,0,0,2,1,1
핀업,0,1,1,1,0,5,2,4,0,1
필름,0,0,1,2,1,0,0,0,0,0
하고,2,1,0,0,1,0,0,0,2,1
하면,4,0,0,0,0,0,0,0,5,0
하이드로,0,0,6,3,3,9,15,9,0,2
하프,0,0,1,2,1,0,0,0,0,0
한다.,0,0,1,2,2,0,0,0,0,0
할리우드,0,0,1,1,2,0,0,0,0,0
함께,1,0,1,1,0,0,1,1,0,0
해트트릭,0,0,1,1,2,0,0,0,0,0
핵심,1,0,5,3,2,0,1,1,0,0
행운,0,0,0,0,1,0,0,0,2,0
행위,0,0,1,2,1,0,0,0,0,0
향후,0,0,5,1,2,0,0,0,0,0
혁신,1,2,7,3,7,7,2,8,0,2
현장,2,1,0,0,1,0,0,0,2,1
협상,0,1,5,4,1,0,0,0,0,0
혜택,0,0,0,2,2,0,0,0,0,10
화면,0,0,3,2,0,0,0,0,0,0
환경,1,0,1,1,3,0,0,0,0,1
활동,3,1,0,0,1,0,0,0,6,0
회사,1,0,0,2,0,1,2,1,0,0
회장,0,1,12,4,2,0,0,2,1,2
효과,0,1,3,4,3,1,2,1,0,0
후성,0,0,2,2,1,0,1,1,0,2
후지필름,0,0,1,2,1,0,0,0,0,0
흑자,0,1,3,4,3,1,2,1,0,0
희망퇴직,1,1,3,3,2,0,0,1,1,1
히트펌프,0,0,6,3,3,9,15,9,0,2
힌지,0,1,0,2,1,0,1,0,0,1
